数据生成时间：2019-07-24 07:41
数据生成条件：
1. 时间范围：20190723
2. 时间单位：分日
3. 推广设备：移动设备，计算机
4. 投放网络：内部流量，搜索合作流量，百度首页流量，百度贴吧流量

账户,日期,推广计划,展现,点击,消费,平均点击价格,点击率,网页转化,电话转化,商桥转化,推广计划ID
"xa-lhyy","2019-07-23","C-RL-23人流类-偏词",85,2,6.21,3.11,2.35%,0,0,0,106067388
"xa-lhyy","2019-07-23","C-RL-24人流",280,16,102.81,6.43,5.71%,0,0,0,106067389
"xa-lhyy","2019-07-23","C-RL-21打孩子",832,4,16.47,4.12,0.48%,0,0,0,106067390
"xa-lhyy","2019-07-23","C-RL-22打胎流量-西安",554,30,167.73,5.59,5.42%,0,0,0,106067391
"xa-lhyy","2019-07-23","C-HY-7妇科医院",16,0,0.00,0.00,0.00%,0,0,0,106067394
"xa-lhyy","2019-07-23","C-HY-8地域-妇科医院",119,5,34.70,6.94,4.20%,0,0,0,106067395
"xa-lhyy","2019-07-23","C-QT-2 妇科咨询",84,2,5.22,2.61,2.38%,0,0,0,106067397
"xa-lhyy","2019-07-23","C-HY-4西安妇科医院",96,3,10.95,3.65,3.12%,0,0,0,106067407
"xa-lhyy","2019-07-23","C-RL-16流产费用-xj",75,4,26.04,6.51,5.33%,0,0,0,106067410
"xa-lhyy","2019-07-23","C-RL-17流产-2时间-xj",36,0,0.00,0.00,0.00%,0,0,0,106067411
"xa-lhyy","2019-07-23","C-RL-1药流流量-xj",22,1,8.07,8.07,4.55%,0,0,0,106067414
"xa-lhyy","2019-07-23","C-RL-20打胎-费用-xj",38,6,51.32,8.55,15.79%,0,0,0,106067415
"xa-lhyy","2019-07-23","C-QT-6内分泌失调",11,1,2.11,2.11,9.09%,0,0,0,106067417
"xa-lhyy","2019-07-23","C-QT-3妇科在线咨询医生",119,5,7.70,1.54,4.20%,0,0,0,106067419
"xa-lhyy","2019-07-23","C-RL-10人流流量-xj",106,2,15.79,7.90,1.89%,0,0,0,106067420
"xa-lhyy","2019-07-23","C-RL-12人流-费用-xj",94,3,23.90,7.97,3.19%,0,0,0,106067422
"xa-lhyy","2019-07-23","C-BYBY-3不孕不育",105,6,26.60,4.43,5.71%,0,0,0,106067424
"xa-lhyy","2019-07-23","C-BYBY-2不怀孕",307,9,24.67,2.74,2.93%,0,0,0,106067425
"xa-lhyy","2019-07-23","C-YZ-52阴道出血",241,13,44.18,3.40,5.39%,0,0,0,106067426
"xa-lhyy","2019-07-23","C-YZ-51阴道出血",415,37,109.17,2.95,8.92%,0,0,0,106067427
"xa-lhyy","2019-07-23","C-FKJC-2妇科检查",118,6,16.06,2.68,5.08%,0,0,0,106067428
"xa-lhyy","2019-07-23","C-FKJC-1综合",109,13,17.54,1.35,11.93%,0,0,0,106067429
"xa-lhyy","2019-07-23","C-YZ-41白带",311,40,69.12,1.73,12.86%,0,0,0,106067433
"xa-lhyy","2019-07-23","C-YZ-42白带",320,34,47.38,1.39,10.62%,0,0,0,106067434
"xa-lhyy","2019-07-23","C-YZ-4妇科炎症",1587,76,238.07,3.13,4.79%,0,0,0,106067435
"xa-lhyy","2019-07-23","C-YZ-6症状综合",452,15,66.17,4.41,3.32%,0,0,0,106067436
"xa-lhyy","2019-07-23","C-YZ-5妇科炎症",95,6,22.80,3.80,6.32%,0,0,0,106067437
"xa-lhyy","2019-07-23","C-YZ-77重点词血疙瘩",1041,59,202.27,3.43,5.67%,0,0,0,106067438
"xa-lhyy","2019-07-23","C-YZ-7汇总词",34,2,4.34,2.17,5.88%,0,0,0,106067439
"xa-lhyy","2019-07-23","C-ZZY-2早孕检查",594,52,134.85,2.59,8.75%,0,0,0,106067441
"xa-lhyy","2019-07-23","C-ZZY-5早孕测试(早孕B超)",74,3,9.57,3.19,4.05%,0,0,0,106067442
"xa-lhyy","2019-07-23","C-ZZY-4验孕棒试纸",478,35,137.91,3.94,7.32%,0,0,0,106067443
"xa-lhyy","2019-07-23","C-ZZY-7验孕",356,24,92.42,3.85,6.74%,0,0,0,106067444
"xa-lhyy","2019-07-23","C-ZZY-6早孕测试(推迟)",391,27,93.78,3.47,6.91%,0,0,0,106067445
"xa-lhyy","2019-07-23","C-ZZY-9早孕",66,4,26.96,6.74,6.06%,0,0,0,106067446
"xa-lhyy","2019-07-23","C-YZ-9妇科类-症状词",138,12,42.53,3.54,8.70%,0,0,0,106067448
"xa-lhyy","2019-07-23","C-ZX-10私密[阴唇整形]",117,9,27.59,3.07,7.69%,0,0,0,106067449
"xa-lhyy","2019-07-23","C-ZX-3 阴道紧缩术",16,0,0.00,0.00,0.00%,0,0,0,106067450
"xa-lhyy","2019-07-23","C-ZX-5处女膜修复JJ",49,1,0.13,0.13,2.04%,0,0,0,106067451
"xa-lhyy","2019-07-23","C-YZ-8宫颈糜烂",179,18,50.59,2.81,10.06%,0,0,0,106067456
"xa-lhyy","2019-07-23","C-ZX-4 阴道松弛",123,5,13.77,2.75,4.07%,0,0,0,106067459
"xa-lhyy","2019-07-23","C-ZZY-ZY12-早孕-试纸",481,50,139.17,2.78,10.40%,0,0,0,106301044
"xa-lhyy","2019-07-23","C-ZZY-ZY13-早孕-推迟",89,11,26.17,2.38,12.36%,0,0,0,106301045
"xa-lhyy","2019-07-23","C-ZZY-ZY14-早孕-医院",2,0,0.00,0.00,0.00%,0,0,0,106301046
"xa-lhyy","2019-07-23","C-ZZY-ZY09-早孕-检查费用",18,0,0.00,0.00,0.00%,0,0,0,106301085
"xa-lhyy","2019-07-23","C-ZZY-ZY10-早孕-其他",83,6,25.95,4.33,7.23%,0,0,0,106301086
"xa-lhyy","2019-07-23","C-ZZY-ZY11-早孕-时间",9,0,0.00,0.00,0.00%,0,0,0,106301087
"xa-lhyy","2019-07-23","C-ZZY-ZY03-早孕-查早孕类词",93,1,4.71,4.71,1.08%,0,0,0,106301088
"xa-lhyy","2019-07-23","C-ZZY-ZY04-早孕-查早孕时间",47,5,25.58,5.12,10.64%,0,0,0,106301089
"xa-lhyy","2019-07-23","C-ZZY-ZY08-早孕-检查",45,0,0.00,0.00,0.00%,0,0,0,106301093
"xa-lhyy","2019-07-23","C-ZZY-ZY06-早孕-费用",51,4,8.86,2.22,7.84%,0,0,0,106301095
"xa-lhyy","2019-07-23","C-YZ-YZ04-生殖器炎",15,1,4.07,4.07,6.67%,0,0,0,106301096
"xa-lhyy","2019-07-23","C-YZ-YZ05-白带异常",1344,124,300.09,2.42,9.23%,0,0,0,106301097
"xa-lhyy","2019-07-23","C-YZ-YZ02-性病",59,0,0.00,0.00,0.00%,0,0,0,106301098
"xa-lhyy","2019-07-23","C-YZ-YZ03-外阴炎",239,10,41.59,4.16,4.18%,0,0,0,106301099
"xa-lhyy","2019-07-23","C-YZ-YZ09-尿道炎",6,0,0.00,0.00,0.00%,0,0,0,106301101
"xa-lhyy","2019-07-23","C-YZ-YZ06-妇科炎症",48,2,14.72,7.36,4.17%,0,0,0,106301102
"xa-lhyy","2019-07-23","C-YZ-YZ07-附件炎",32,2,1.52,0.76,6.25%,0,0,0,106301103
"xa-lhyy","2019-07-23","RL10-人流-无痛",31,0,0.00,0.00,0.00%,0,0,0,106301104
"xa-lhyy","2019-07-23","RL12-人流-意外",698,16,130.52,8.16,2.29%,0,0,0,106301106
"xa-lhyy","2019-07-23","RL13-人流-预约词",9,1,8.94,8.94,11.11%,0,0,0,106301107
"xa-lhyy","2019-07-23","RL14-人流-重点",93,1,7.18,7.18,1.08%,0,0,0,106301108
"xa-lhyy","2019-07-23","SQH-上取环",128,8,25.58,3.20,6.25%,0,0,0,106301109
"xa-lhyy","2019-07-23","C-YZ-YZ01-阴道炎",194,17,36.49,2.15,8.76%,0,0,0,106301111
"xa-lhyy","2019-07-23","RL03-人流-费用",85,1,8.49,8.49,1.18%,0,0,0,106301113
"xa-lhyy","2019-07-23","RL04-人流-流产",52,1,11.55,11.55,1.92%,0,0,0,106301114
"xa-lhyy","2019-07-23","RL07-人流-清宫",158,5,18.17,3.63,3.16%,0,0,0,106301117
"xa-lhyy","2019-07-23","RL08-人流-商机",23,1,4.69,4.69,4.35%,0,0,0,106301118
"xa-lhyy","2019-07-23","RL09-人流-时间",23,0,0.00,0.00,0.00%,0,0,0,106301119
"xa-lhyy","2019-07-23","ZX21-阴道紧缩",9,0,0.00,0.00,0.00%,0,0,0,106301120
"xa-lhyy","2019-07-23","RL01-人流-打胎",572,4,29.25,7.31,0.70%,0,0,0,106301121
"xa-lhyy","2019-07-23","C-FKJC21-孕前检查",173,7,22.26,3.18,4.05%,0,0,0,106301122
"xa-lhyy","2019-07-23","JPC-女子医院",5,1,1.87,1.87,20.00%,0,0,0,106301123
"xa-lhyy","2019-07-23","GJ07-子宫息肉",82,4,8.90,2.23,4.88%,0,0,0,106301126
"xa-lhyy","2019-07-23","GWY-宫外孕",9,1,1.67,1.67,11.11%,0,0,0,106301127
"xa-lhyy","2019-07-23","GJ05-卵巢囊肿",18,2,4.38,2.19,11.11%,0,0,0,106301128
"xa-lhyy","2019-07-23","GJ03-宫颈囊肿",152,19,40.76,2.15,12.50%,0,0,0,106301130
"xa-lhyy","2019-07-23","GJ04-宫颈息肉",126,8,11.60,1.45,6.35%,0,0,0,106301131
"xa-lhyy","2019-07-23","GJ01-宫颈肥大",103,11,27.00,2.45,10.68%,0,0,0,106301132
"xa-lhyy","2019-07-23","GJ02-宫颈糜烂",18,0,0.00,0.00,0.00%,0,0,0,106301133
"xa-lhyy","2019-07-23","FKJC01-妇科检查",174,4,12.49,3.12,2.30%,0,0,0,106301134
"xa-lhyy","2019-07-23","C-ZZY-10[怀孕]-测孕",991,54,155.26,2.88,5.45%,0,0,0,74371610
"xa-lhyy","2019-07-23","C-ZZY-11 [怀孕]-月推",1064,69,158.96,2.30,6.48%,0,0,0,74371619
"xa-lhyy","2019-07-23","C-RL-34流产时间",22,0,0.00,0.00,0.00%,0,0,0,106067197
"xa-lhyy","2019-07-23","C-RL-A7时间",19,1,8.17,8.17,5.26%,0,0,0,106067241
"xa-lhyy","2019-07-23","C-RL-A5打胎流量",4,0,0.00,0.00,0.00%,0,0,0,106067243
"xa-lhyy","2019-07-23","C-RL-82打胎堕胎sj",14,0,0.00,0.00,0.00%,0,0,0,106067268
"xa-lhyy","2019-07-23","C-RL-83人流",10,0,0.00,0.00,0.00%,0,0,0,106067269
"xa-lhyy","2019-07-23","C-RL-81打胎时间-西安",16,0,0.00,0.00,0.00%,0,0,0,106067271
"xa-lhyy","2019-07-23","C-YJ-10月经不调",68,11,14.43,1.31,16.18%,0,0,0,106067340
"xa-lhyy","2019-07-23","C-PP-3西安莲湖生殖妇科医院",6,2,4.71,2.36,33.33%,0,0,0,106067399
"xa-lhyy","2019-07-23","C-HY-6西安的医院挂号",26,4,3.27,0.82,15.38%,0,0,0,106067405
"xa-lhyy","2019-07-23","C-ZZY-3早孕检查(血hcg)",1149,98,377.98,3.86,8.53%,0,0,0,106067440
"xa-lhyy","2019-07-23","C-ZZY-8早孕",39,4,10.35,2.59,10.26%,0,0,0,106067447
"xa-lhyy","2019-07-23","C-ZZY-1早孕二",123,6,18.32,3.05,4.88%,0,0,0,106067454
"xa-lhyy","2019-07-23","C-ZX-9阴道紧缩JJ",5,0,0.00,0.00,0.00%,0,0,0,106067455
"xa-lhyy","2019-07-23","C-YZ-YZ08-宫颈炎",30,2,3.54,1.77,6.67%,0,0,0,106301100
"xa-lhyy","2019-07-23","RL11-人流-医院",8,0,0.00,0.00,0.00%,0,0,0,106301105
"xa-lhyy","2019-07-23","YJ-月经不调",201,12,30.10,2.51,5.97%,0,0,0,106301110
"xa-lhyy","2019-07-23","RL02-人流-对话词",10,0,0.00,0.00,0.00%,0,0,0,106301112
"xa-lhyy","2019-07-23","RL05-人流-名词",7,0,0.00,0.00,0.00%,0,0,0,106301115
"xa-lhyy","2019-07-23","C-PP-04 [品牌]-莲湖生殖医院",10,1,5.70,5.70,10.00%,0,0,0,73104597
"xa-lhyy","2019-07-23","C-RL-2无痛人流-医院-xj",2,1,7.25,7.25,50.00%,0,0,0,106067192
"xa-lhyy","2019-07-23","C-RL-57流产-医院-西安",1,0,0.00,0.00,0.00%,0,0,0,106067213
"xa-lhyy","2019-07-23","C-RL-B3非-人流",10,0,0.00,0.00,0.00%,0,0,0,106067255
"xa-lhyy","2019-07-23","C-RL-13流产-医院-xj",1,0,0.00,0.00,0.00%,0,0,0,106067423
"xa-lhyy","2019-07-23","C-ZZY-ZY05-早孕-多少钱",39,0,0.00,0.00,0.00%,0,0,0,106301094
"xa-lhyy","2019-07-23","GJ06-子宫肌瘤",7,0,0.00,0.00,0.00%,0,0,0,106301129
"xa-lhyy","2019-07-23","C-RL-打胎-76时间-西安",1,0,0.00,0.00,0.00%,0,0,0,106067286
"xa-lhyy","2019-07-23","C-ZZY-ZY17-早孕-咨询",5,0,0.00,0.00,0.00%,0,0,0,106301049
"xa-lhyy","2019-07-23","C-RL-D3人流",7,0,0.00,0.00,0.00%,0,0,0,106067302
"xa-lhyy","2019-07-23","C-RL-F5治疗",3,0,0.00,0.00,0.00%,0,0,0,106067320
"xa-lhyy","2019-07-23","C-ZZY-ZZY-观察计划",23,0,0.00,0.00,0.00%,0,0,0,106667753
"xa-lhyy","2019-07-23","C-RL-67流产",11,1,1.60,1.60,9.09%,0,0,0,106067218
"xa-lhyy","2019-07-23","C-YC-23（非地域）引产时间",5,1,6.92,6.92,20.00%,0,0,0,106067328
"xa-lhyy","2019-07-23","C-YL-6药流-时间",2,0,0.00,0.00,0.00%,0,0,0,106067356
"xa-lhyy","2019-07-23","C-YC-31费用-西安",1,0,0.00,0.00,0.00%,0,0,0,106067371
"xa-lhyy","2019-07-23","C-RL-18打胎医院-xj",1,0,0.00,0.00,0.00%,0,0,0,106067412
"xa-lhyy","2019-07-23","C-RL-49人流医院-区域",10,0,0.00,0.00,0.00%,0,0,0,106067205
"xa-lhyy","2019-07-23","C-YJ-11月经不调不孕",2,0,0.00,0.00,0.00%,0,0,0,106067341
"xa-lhyy","2019-07-23","C-ZX-6大阴唇",5,0,0.00,0.00,0.00%,0,0,0,106067452
"xa-lhyy","2019-07-23","C-ZX-7妇科整形下拉词（测）",2,0,0.00,0.00,0.00%,0,0,0,106067453
"xa-lhyy","2019-07-23","C-RL-9人流-西安-xj",1,0,0.00,0.00,0.00%,0,0,0,106067235
"xa-lhyy","2019-07-23","C-RL-96堕胎",21,0,0.00,0.00,0.00%,0,0,0,106067237
"xa-lhyy","2019-07-23","C-RL-95非地域",6,0,0.00,0.00,0.00%,0,0,0,106067238
"xa-lhyy","2019-07-23","C-RL-98打胎时间",2,0,0.00,0.00,0.00%,0,0,0,106067239
"xa-lhyy","2019-07-23","C-RL-91人流费用无痛",3,0,0.00,0.00,0.00%,0,0,0,106067277
"xa-lhyy","2019-07-23","C-RL-89打胎费用-西安",4,0,0.00,0.00,0.00%,0,0,0,106067279
"xa-lhyy","2019-07-23","C-RL-F2非地域-人流医院",2,0,0.00,0.00,0.00%,0,0,0,106067321
"xa-lhyy","2019-07-23","C-RL-F6堕胎流量",5,0,0.00,0.00,0.00%,0,0,0,106067325
"xa-lhyy","2019-07-23","C-QT-5子宫肌瘤",1,0,0.00,0.00,0.00%,0,0,0,106067418
"xa-lhyy","2019-07-23","C-RL-43无痛人流-医院-西安",1,0,0.00,0.00,0.00%,0,0,0,106067189
"xa-lhyy","2019-07-23","C-RL-48无痛人流-费用",2,1,6.93,6.93,50.00%,0,0,0,106067202
"xa-lhyy","2019-07-23","C-RL-72堕胎流量",1,0,0.00,0.00,0.00%,0,0,0,106067224
"xa-lhyy","2019-07-23","C-RL-42无痛人流医院-区域",1,0,0.00,0.00,0.00%,0,0,0,106067232
"xa-lhyy","2019-07-23","C-ZZY-ZY01-早孕",7,1,3.63,3.63,14.29%,0,0,0,106301090
"xa-lhyy","2019-07-23","C-RL-A3非-人流时间",1,0,0.00,0.00,0.00%,0,0,0,106067240
"xa-lhyy","2019-07-23","C-YC-14引产 1",5,0,0.00,0.00,0.00%,0,0,0,106067291
"xa-lhyy","2019-07-23","C-RL-37人流医院",2,0,0.00,0.00,0.00%,0,0,0,106067184
"xa-lhyy","2019-07-23","C-RL-打胎-77时间",5,0,0.00,0.00,0.00%,0,0,0,106067285
"xa-lhyy","2019-07-23","C-HY-2妇科医院",11,0,0.00,0.00,0.00%,0,0,0,106067400
"xa-lhyy","2019-07-23","C-RL-11人流-费用-西安-xj",1,0,0.00,0.00,0.00%,0,0,0,106067421
"xa-lhyy","2019-07-23","C-RL-94人流-别称(打胎堕胎)",5,0,0.00,0.00,0.00%,0,0,0,106067280
"xa-lhyy","2019-07-23","C-HY-9在线咨询-流量",1,0,0.00,0.00,0.00%,0,0,0,106067392
"xa-lhyy","2019-07-23","C-YC-36引产时间",1,0,0.00,0.00,0.00%,0,0,0,106067366
"xa-lhyy","2019-07-23","C-RL-92人流-费用",6,0,0.00,0.00,0.00%,0,0,0,106067281
"xa-lhyy","2019-07-23","C-YC-12（非地域）引产",3,0,0.00,0.00,0.00%,0,0,0,106067289
"xa-lhyy","2019-07-23","C-ZX-1 妇科整形下拉词",3,0,0.00,0.00,0.00%,0,0,0,106067457
"xa-lhyy","2019-07-23","C-YZ-2白带异常-血丝",2,0,0.00,0.00,0.00%,0,0,0,106067432
"xa-lhyy","2019-07-23","C-RL-F3地区人流医院",1,0,0.00,0.00,0.00%,0,0,0,106067318
"xa-lhyy","2019-07-23","C-RL-5无痛人流-2时间-xj",2,1,5.71,5.71,50.00%,0,0,0,106067211
"xa-lhyy","2019-07-23","C-YC-4引产",2,0,0.00,0.00,0.00%,0,0,0,106067377
"xa-lhyy","2019-07-23","C-RL-71堕胎时间",1,0,0.00,0.00,0.00%,0,0,0,106067229
"xa-lhyy","2019-07-23","RL06-人流-匹配",14,0,0.00,0.00,0.00%,0,0,0,106301116
"xa-lhyy","2019-07-23","C-RL-44无痛人流时间",1,0,0.00,0.00,0.00%,0,0,0,106067206
"xa-lhyy","2019-07-23","C-YC-43引产流量",1,0,0.00,0.00,0.00%,0,0,0,106067383
"xa-lhszyy","2019-07-23","A-ZZY [怀孕]-早孕-月推",29,4,8.03,2.01,13.79%,0,0,0,70394506
"xa-lhszyy","2019-07-23","A-ZZY [怀孕]-早孕-测孕",66,2,2.54,1.27,3.03%,0,0,0,71156822
"xa-lhszyy","2019-07-23","A-ZZY 流量-【早孕】-早孕检测@",23,1,1.64,1.64,4.35%,0,0,0,89902892
"xa-lhszyy","2019-07-23","A-ZZY 流量-【早孕】验孕棒@",7,0,0.00,0.00,0.00%,0,0,0,89902893
"xa-lhszyy","2019-07-23","A-ZZY 早孕@*",106,5,8.50,1.70,4.72%,0,0,0,89902895
"xa-lhszyy","2019-07-23","A-ZZY-18-查孕诊断1",33,4,7.79,1.95,12.12%,0,0,0,106064973
"xa-lhszyy","2019-07-23","A-ZZY-2-[妇]-早孕-反应症状",729,91,113.78,1.25,12.48%,0,0,0,106064974
"xa-lhszyy","2019-07-23","A-ZZY-19-早孕",346,28,44.92,1.60,8.09%,0,0,0,106064975
"xa-lhszyy","2019-07-23","A-ZZY-20-早孕-xx",102,4,6.33,1.58,3.92%,0,0,0,106064976
"xa-lhszyy","2019-07-23","A-ZZY-21-早孕检查-xx",515,50,88.10,1.76,9.71%,0,0,0,106064977
"xa-lhszyy","2019-07-23","A-ZZY-22-早孕HCG-xx",398,38,65.87,1.73,9.55%,0,0,0,106064978
"xa-lhszyy","2019-07-23","A-ZZY-23-早孕测-xx",366,32,53.12,1.66,8.74%,0,0,0,106064979
"xa-lhszyy","2019-07-23","A-ZZY-24-验孕-xx",47,4,6.97,1.74,8.51%,0,0,0,106064980
"xa-lhszyy","2019-07-23","A-ZZY-3-[早孕]-3G怀孕流量",160,13,24.13,1.86,8.12%,0,0,0,106064981
"xa-lhszyy","2019-07-23","A-ZZY-4-[早孕]C-早孕检查",44,1,1.74,1.74,2.27%,0,0,0,106064982
"xa-lhszyy","2019-07-23","A-ZZY-8-早孕",208,24,43.98,1.83,11.54%,0,0,0,106064986
"xa-lhszyy","2019-07-23","A-ZZY-9-早孕[意外怀孕]",5,0,0.00,0.00,0.00%,0,0,0,106064987
"xa-lhszyy","2019-07-23","A-ZZY-11-早孕检查",7,0,0.00,0.00,0.00%,0,0,0,106065160
"xa-lhszyy","2019-07-23","A-ZZY-14-早孕-验孕",14,1,1.46,1.46,7.14%,0,0,0,106065161
"xa-lhszyy","2019-07-23","A-ZZY-13-早孕流量",6,0,0.00,0.00,0.00%,0,0,0,106065162
"xa-lhszyy","2019-07-23","A-ZZY-10-早孕-怀孕检测",67,1,1.41,1.41,1.49%,0,0,0,106065165
"xa-lhszyy","2019-07-23","A-ZZY-17-早孕",66,1,1.78,1.78,1.52%,0,0,0,106065184
"xa-lhszyy","2019-07-23","A-ZZY-12-早孕检查-怀孕",98,8,14.02,1.75,8.16%,0,0,0,106065185
"xa-lhszyy","2019-07-23","A-ZZY-16-查孕诊断",175,11,18.34,1.67,6.29%,0,0,0,106065187
"xa-lhszyy","2019-07-23","A-ZZY-5-[早孕-检查]",2,0,0.00,0.00,0.00%,0,0,0,106064983
"xa-lhszyy","2019-07-23","A-ZZY-6-流量[早孕/怀孕检查]",6,0,0.00,0.00,0.00%,0,0,0,106064984
"xa-lhszyy","2019-07-23","A-HY [妇科医院]-核心贵词",141,2,9.93,4.97,1.42%,0,0,0,70393429
"xa-lhszyy","2019-07-23","A-HY [妇科医院]-妇科医院1",61,1,2.55,2.55,1.64%,0,0,0,71155544
"xa-lhszyy","2019-07-23","A-HY [妇科医院]-妇科医院",256,13,65.48,5.04,5.08%,0,0,0,71155586
"xa-lhszyy","2019-07-23","A-#YL [计生]-药流L量",159,4,27.83,6.96,2.52%,0,0,0,71224731
"xa-lhszyy","2019-07-23","A-#YL [计划生育]-药流-@*",444,4,14.11,3.53,0.90%,0,0,0,89902924
"xa-lhszyy","2019-07-23","A-#YL [计生]药流@跑量",193,1,5.43,5.43,0.52%,0,0,0,89902925
"xa-lhszyy","2019-07-23","A-PP [品牌词]-莲湖生殖2【01B】",9,0,0.00,0.00,0.00%,0,0,0,89902958
"xa-lhszyy","2019-07-23","A-HY【妇科-妇科医院(禁调比例)",218,8,25.73,3.22,3.67%,0,0,0,89902968
"xa-lhszyy","2019-07-23","A-HY-医院 [妇科]路名+妇科fk@",101,2,3.20,1.60,1.98%,0,0,0,89902974
"xa-lhszyy","2019-07-23","A-RL [计生]-药流时间",388,27,299.09,11.08,6.96%,0,0,0,101214190
"xa-lhszyy","2019-07-23","A-RL [计生]-人流打胎",41,3,47.29,15.76,7.32%,0,0,0,101214192
"xa-lhszyy","2019-07-23","A-RL [计生]-人流时间",149,5,56.51,11.30,3.36%,0,0,0,101214194
"xa-lhszyy","2019-07-23","A-RL [计生]-什么时间人流",307,7,84.15,12.02,2.28%,0,0,0,101214196
"xa-lhszyy","2019-07-23","A-RL [计生]-人流-搜索词",9,0,0.00,0.00,0.00%,0,0,0,101214197
"xa-lhszyy","2019-07-23","A-RL [计生]-无痛人流时间",6,1,11.20,11.20,16.67%,0,0,0,101214199
"xa-lhszyy","2019-07-23","A-RL [计生]-打胎",313,13,76.54,5.89,4.15%,0,0,0,101214200
"xa-lhszyy","2019-07-23","A-RL [计生]-打胎时间日",21,1,5.97,5.97,4.76%,0,0,0,101214202
"xa-lhszyy","2019-07-23","A-RL [计生]-打胎时间月",22,1,7.59,7.59,4.55%,0,0,0,101214205
"xa-lhszyy","2019-07-23","A-RL [计生]-流产1",2,0,0.00,0.00,0.00%,0,0,0,101214206
"xa-lhszyy","2019-07-23","A-RL [人流]-人流词新加",26,2,19.09,9.55,7.69%,0,0,0,101214209
"xa-lhszyy","2019-07-23","A-RL [人流]-人流词新加-1",13,0,0.00,0.00,0.00%,0,0,0,101214210
"xa-lhszyy","2019-07-23","A-RL [人流]-人流词新加2",76,3,33.03,11.01,3.95%,0,0,0,101214211
"xa-lhszyy","2019-07-23","A-RL [人流]-人流费用",37,1,4.55,4.55,2.70%,0,0,0,101214212
"xa-lhszyy","2019-07-23","A-RL [人流]-人流时间",112,3,26.94,8.98,2.68%,0,0,0,101214214
"xa-lhszyy","2019-07-23","A-YC-22-时间-南京",6,1,5.98,5.98,16.67%,0,0,0,106064992
"xa-lhszyy","2019-07-23","A-YC-41-非地域",2,1,3.81,3.81,50.00%,0,0,0,106065012
"xa-lhszyy","2019-07-23","A-YC-63-时间",5,0,0.00,0.00,0.00%,0,0,0,106065027
"xa-lhszyy","2019-07-23","A-YC-55-（非地域）引产时间",10,0,0.00,0.00,0.00%,0,0,0,106065036
"xa-lhszyy","2019-07-23","A-RL-54-南京人流-高价",3,0,0.00,0.00,0.00%,0,0,0,106065040
"xa-lhszyy","2019-07-23","A-RL-51-人流时间-高价",215,8,70.26,8.78,3.72%,0,0,0,106065041
"xa-lhszyy","2019-07-23","A-RL-56-南京人流医院-高价",26,0,0.00,0.00,0.00%,0,0,0,106065042
"xa-lhszyy","2019-07-23","A-RL-52-人流费用-高价",47,0,0.00,0.00,0.00%,0,0,0,106065043
"xa-lhszyy","2019-07-23","A-RL-46-（地域）南京人流医院",9,0,0.00,0.00,0.00%,0,0,0,106065044
"xa-lhszyy","2019-07-23","A-RL-50-人流综合-高价",77,5,50.62,10.12,6.49%,0,0,0,106065046
"xa-lhszyy","2019-07-23","A-RL-5-[流产]无痛技术-m",2,0,0.00,0.00,0.00%,0,0,0,106065047
"xa-lhszyy","2019-07-23","A-RL-41-（非地域）人流",48,2,37.33,18.67,4.17%,0,0,0,106065049
"xa-lhszyy","2019-07-23","A-RL-44-人流",65,3,26.11,8.70,4.62%,0,0,0,106065050
"xa-lhszyy","2019-07-23","A-RL-39-人流时间",249,9,96.38,10.71,3.61%,0,0,0,106065052
"xa-lhszyy","2019-07-23","A-RL-38-人流下拉",8,0,0.00,0.00,0.00%,0,0,0,106065053
"xa-lhszyy","2019-07-23","A-RL-40-人流时间(综合)",1032,58,617.65,10.65,5.62%,0,0,0,106065054
"xa-lhszyy","2019-07-23","A-RL-4-[流产]时间-m",28,2,18.13,9.07,7.14%,0,0,0,106065055
"xa-lhszyy","2019-07-23","A-RL-7-[流产]费用-m",37,1,5.84,5.84,2.70%,0,0,0,106065056
"xa-lhszyy","2019-07-23","A-RL-65-药流杂词",15,0,0.00,0.00,0.00%,0,0,0,106065058
"xa-lhszyy","2019-07-23","A-RL-69-药流2",3,0,0.00,0.00,0.00%,0,0,0,106065059
"xa-lhszyy","2019-07-23","A-RL-61-药流时间",30,0,0.00,0.00,0.00%,0,0,0,106065062
"xa-lhszyy","2019-07-23","A-RL-59-（非地域）打胎-高价",22,0,0.00,0.00,0.00%,0,0,0,106065066
"xa-lhszyy","2019-07-23","A-RL-57-（非地域）人流-高价",202,5,84.84,16.97,2.48%,0,0,0,106065068
"xa-lhszyy","2019-07-23","A-RL-6-[打胎]流量-杂-m",170,5,31.90,6.38,2.94%,0,0,0,106065069
"xa-lhszyy","2019-07-23","A-RL-55-南京人流费用-高价",7,1,13.71,13.71,14.29%,0,0,0,106065070
"xa-lhszyy","2019-07-23","A-RL-58-（非地域）流产-高价",19,0,0.00,0.00,0.00%,0,0,0,106065071
"xa-lhszyy","2019-07-23","A-YC-12-[引产]手术时间",10,0,0.00,0.00,0.00%,0,0,0,106065072
"xa-lhszyy","2019-07-23","A-SQA-4-[上环/取环]",177,18,24.84,1.38,10.17%,0,0,0,106065075
"xa-lhszyy","2019-07-23","A-SQA-3-[上环取环]",55,6,5.95,0.99,10.91%,0,0,0,106065076
"xa-lhszyy","2019-07-23","A-RL-8-[打胎]时间-m",128,4,38.24,9.56,3.12%,0,0,0,106065079
